datetime,Volume,FlowIn,Rain,HypoTemp,EpiTemp,TP,Chla,SW_DOC,Secchi,FlowOut
2004-06-27,234753400,1.0194048,0,7.576,16.54,11.76,3.13,9.79805967402903,4.2,1.0194048
2004-06-28,234753400,1.0194048,0,7.554,16.76,11.74,3.09,9.8177503011056,4.2,1.0194048
2004-06-29,234753400,1.02223648,0,7.468,18.2266666666667,11.71,3.06,9.84688047974263,4.2,1.02223648
2004-06-30,234753400,1.03922656,0,7.486,18.23,11.69,3.02,9.92675621581885,4.2,1.03922656
2004-07-01,234753400,1.1043552,3.56,7.48,18.15,11.66,2.98,10.1760564528663,4.3,1.1043552
2004-07-02,234753400,1.0477216,0,7.508,19.4066666666667,11.63,2.94,9.99044665659336,4.3,1.0477216
2004-07-03,234753400,1.0194048,0,7.552,19.89,11.61,2.9,9.90162112948449,4.3,1.0194048
2004-07-04,234753400,1.0194048,2.54,7.51,18.7966666666667,11.58,2.86,9.91540815962389,4.3,1.0194048
2004-07-05,234753400,1.0194048,4.83,7.58,18.71,11.55,2.82,9.92817855661281,4.3,1.0194048
2004-07-06,234753400,1.0194048,0,7.592,17.8866666666667,11.53,2.79,9.93992452232875,4.3,1.0194048
2004-07-07,234753400,0.991088,9.14,7.552,17.36,11.5,2.75,9.84450400698408,4.3,0.991088
2004-07-08,234753400,0.9627712,0,6.78888888888889,16.7666666666667,11.47,2.71,9.74585919448674,4.3,0.9627712
2004-07-09,234753400,0.9061376,0,7.514,18.3233333333333,11.45,2.66,9.53128053295483,4.4,0.9061376
2004-07-10,234753400,0.91463264,0,7.616,19.1433333333333,11.42,2.6,9.57264396693102,4.4,0.91463264
2004-07-11,234753400,0.90896928,0,7.518,19.4066666666667,11.39,2.54,9.55627787050077,4.5,0.90896928
2004-07-12,234753400,0.8919792,1.52,7.53,21.52,11.37,2.48,9.4929216476461,4.6,0.8919792
2004-07-13,234753400,0.8919792,0,7.78,20.4066666666667,11.34,2.42,9.49718458241702,4.6,0.8919792
2004-07-14,234753400,0.9061376,4.57,7.636,20.13,11.31,2.36,9.55773570832479,4.7,0.9061376
2004-07-15,234753400,0.8778208,0,7.656,21.2166666666667,11.29,2.3,9.44477300095278,4.8,0.8778208
2004-07-16,234753400,0.849504,0,7.644,20.0833333333333,11.26,2.24,9.32833659104137,4.9,0.849504
2004-07-17,234753400,0.8211872,0,7.632,20.63,11.24,2.19,9.20832812177953,4.9,0.8211872
2004-07-18,234753400,0.7928704,0,7.572,21.2666666666667,11.21,2.13,9.08463911030886,5,0.7928704
2004-07-19,234753400,0.77304864,0,7.576,22.1333333333333,11.18,2.07,8.99520856195473,5.1,0.77304864
2004-07-20,234753400,0.77304864,0,7.61666666666667,22.1333333333333,11.16,2.01,8.99260332280625,5.1,0.77304864
2004-07-21,234753400,0.75889024,0,7.59,23.1533333333333,11.11,1.97,8.92551863961446,5.2,0.75889024
2004-07-22,234753400,0.7362368,11.68,7.572,21.8633333333333,11.04,1.95,8.81784684676563,5.2,0.7362368
2004-07-23,234753400,0.6796032,0,7.498,21.4133333333333,10.96,1.94,8.54532323019953,5.1,0.6796032
2004-07-24,234753400,0.637128,0,7.6,21.6733333333333,10.89,1.92,8.32940092972856,5.1,0.637128
2004-07-25,234753400,0.5946528,0,7.648,21.7366666666667,10.82,1.9,8.1036881223288,5.1,0.5946528
2004-07-26,234753400,0.6229696,0,7.59,22.34,10.75,1.89,8.24322144887088,5.1,0.6229696
2004-07-27,234753400,0.5946528,0,7.594,22.5433333333333,10.68,1.87,8.08809075385466,5,0.5946528
2004-07-28,234753400,0.566336,0,7.584,21.82,10.61,1.85,7.92787601505278,5,0.566336
2004-07-29,234753400,0.566336,5.08,7.598,21.7666666666667,10.54,1.84,7.91818712787305,5,0.566336
2004-07-30,234753400,0.5946528,3.81,7.664,21.92,10.46,1.82,8.05839895715971,5,0.5946528
2004-07-31,234753400,0.6229696,18.03,7.566,21.61,10.39,1.8,8.19273326318535,4.9,0.6229696
2004-08-01,234753400,0.6229696,0,7.624,22.3266666666667,10.32,1.79,8.18011415670014,4.9,0.6229696
2004-08-02,234753400,0.6229696,0,7.594,22.8,10.25,1.77,8.1666709333389,4.9,0.6229696
2004-08-03,234753400,0.6229696,12.95,7.662,22.15,10.18,1.75,8.15241156996128,4.9,0.6229696
2004-08-04,234753400,0.566336,0,7.61111111111111,22.1,10.11,1.74,7.84318485045388,4.8,0.566336
2004-08-05,234753400,0.5097024,0,7.612,21.5866666666667,10.04,1.85,7.51466874418541,4.7,0.5097024
2004-08-06,234753400,0.4813856,0,7.602,21.4133333333333,9.96,2.09,7.33457006831587,4.5,0.4813856
2004-08-07,234753400,0.4530688,0,7.654,21.2333333333333,9.89,2.32,7.1481275250797,4.4,0.4530688
2004-08-08,234753400,0.4530688,0,7.662,21.0633333333333,9.82,2.56,7.13218951149873,4.3,0.4530688
2004-08-09,234753400,0.424752,17.78,7.632,20.86,9.75,2.8,6.93861549130579,4.1,0.424752
2004-08-10,234753400,0.4813856,10.41,7.3425,19.9266666666667,9.68,3.03,7.26782108252731,4,0.4813856
2004-08-11,234753400,0.5380192,5.08,7.614,19.03,9.61,3.27,7.56914852430547,3.9,0.5380192
2004-08-12,234753400,0.5380192,7.87,7.566,18.7,9.54,3.51,7.54921597549889,3.8,0.5380192
2004-08-13,234753400,0.5097024,0,7.656,18.66,9.46,3.74,7.37253005067073,3.6,0.5097024
2004-08-14,234753400,0.5097024,0.25,7.654,19.38,9.39,3.98,7.35172945758914,3.5,0.5097024
2004-08-15,234753400,0.4813856,0,7.648,18.9833333333333,9.32,4.22,7.16946670272804,3.4,0.4813856
2004-08-16,234753400,0.424752,3.05,7.698,18.62,9.25,4.45,6.80795195962944,3.2,0.424752
2004-08-17,234753400,0.3681184,0,7.674,18.9066666666667,9.18,4.69,6.41746508617988,3.1,0.3681184
2004-08-18,234753400,0.3964352,0,7.542,18.3466666666667,9.11,4.93,6.58545410712772,3,0.3964352
2004-08-19,234753400,0.36528672,1.02,7.81111111111111,18.3,9.04,5.16,6.35695095099731,2.8,0.36528672
2004-08-20,234753400,0.3398016,0,7.686,17.8366666666667,8.98,5.31,6.15829195747112,2.9,0.3398016
2004-08-21,234753400,0.32281152,0,7.68,17.7633333333333,8.95,5.36,6.01453465352548,3,0.32281152
2004-08-22,234753400,0.31431648,0.25,7.656,17.71,8.91,5.42,5.93073010464634,3.2,0.31431648
2004-08-23,234753400,0.31714816,1.27,7.762,17.6633333333333,8.88,5.48,5.93024804620362,3.3,0.31714816
2004-08-24,234753400,0.30298976,0.51,7.742,17.8433333333333,8.84,5.53,5.80295145658328,3.5,0.30298976
2004-08-25,234753400,0.31714816,3.05,7.738,18.2766666666667,8.81,5.59,5.88601249280632,3.6,0.31714816
2004-08-26,234753400,0.32281152,0,7.7,18.3966666666667,8.77,5.65,5.90425626624554,3.8,0.32281152
2004-08-27,234753400,0.31714816,1.02,7.796,18.6866666666667,8.74,5.7,5.84014099904951,3.9,0.31714816
2004-08-28,234753400,0.31431648,0,7.694,18.08,8.71,5.76,5.79612620089715,4.1,0.31431648
2004-08-29,234753400,0.30015808,0,7.688,17.9666666666667,8.67,5.82,5.66846981232104,4.2,0.30015808
2004-08-30,234753400,0.28883136,1.02,7.66,18.1533333333333,8.64,5.87,5.55976112871492,4.4,0.28883136
2004-08-31,234753400,0.28599968,0,7.676,18.17,8.6,5.93,5.51459772653784,4.5,0.28599968
2004-09-01,234753400,0.28883136,0,7.722,17.9633333333333,8.57,5.99,5.5120835644546,4.7,0.28883136
2004-09-02,234753400,0.28599968,0,7.68333333333333,18.2333333333333,8.53,6.04,5.46647896337524,4.8,0.28599968
2004-09-03,234753400,0.28599968,0,7.782,19.3866666666667,8.5,6,5.44196578332144,4.9,0.28599968
2004-09-04,234753400,0.28883136,0,7.69,19.8166666666667,8.46,5.85,5.43825958398043,4.9,0.28883136
2004-09-05,234753400,0.283168,0,7.702,19.5666666666667,8.43,5.7,5.37096626341187,4.8,0.283168
2004-09-06,234753400,0.3114848,16.76,7.762,19.04,8.39,5.55,5.55022304031419,4.8,0.3114848
2004-09-07,234753400,0.3114848,0,7.12,18.34,8.36,5.4,5.52373370470202,4.7,0.3114848
2004-09-08,234753400,0.3398016,0,7.77,18.1766666666667,8.32,5.25,5.6879572076841,4.6,0.3398016
2004-09-09,234753400,0.3398016,0,7.722,18.5833333333333,8.29,5.11,5.66002329439342,4.6,0.3398016
2004-09-10,234753400,0.3114848,0,7.758,18.2266666666667,8.26,4.96,5.44284379279455,4.5,0.3114848
2004-09-11,234753400,0.3114848,0,7.686,18.6866666666667,8.22,4.81,5.41544838271205,4.5,0.3114848
2004-09-12,234753400,0.3398016,0,7.684,18.7933333333333,8.19,4.66,5.57490947980222,4.4,0.3398016
2004-09-13,234753400,0.3681184,0,7.892,18.5633333333333,8.15,4.51,5.72246309770332,4.3,0.3681184
2004-09-14,234753400,0.3964352,0,7.848,18.6533333333333,8.12,4.36,5.85944183668363,4.3,0.3964352
2004-09-15,234753400,0.4530688,19.3,7.71,18.0633333333333,8.08,4.21,6.1386972443095,4.2,0.4530688
2004-09-16,234753400,0.45873216,23.88,7.7925,17.73,8.05,4.07,6.13532112563919,4.2,0.45873216
2004-09-17,234753400,0.44457376,0,7.83,17.5833333333333,8.01,3.92,6.02853226505753,4.1,0.44457376
2004-09-18,234753400,0.43607872,0,7.764,17.84,7.98,3.77,5.95099629022557,4,0.43607872
2004-09-19,234753400,0.42192032,0,7.836,17.63,7.94,3.62,5.84296261449444,4,0.42192032
2004-09-20,234753400,0.39360352,0,7.932,17.51,7.91,3.47,5.65577144797205,3.9,0.39360352
2004-09-21,234753400,0.37095008,0,8.02352941176471,17.6,7.87,3.32,5.49579412319957,3.9,0.37095008
2004-09-22,234753400,0.37378176,0,7.83,18.09,7.86,3.34,5.48105459049574,3.8,0.37378176
2004-09-23,234753400,0.37378176,0,7.485,18.0433333333333,7.86,3.51,5.44993225160677,3.7,0.37378176
2004-09-24,234753400,0.3681184,5.08,7.846,17.3933333333333,7.85,3.68,5.3866087111468,3.7,0.3681184
2004-09-25,234753400,0.35679168,0,7.93,17.4766666666667,7.85,3.85,5.29069773163616,3.7,0.35679168
2004-09-26,234753400,0.34263328,0,7.892,17.4533333333333,7.85,4.03,5.1775136530235,3.7,0.34263328
2004-09-27,234753400,0.33413824,0,7.826,17.0866666666667,7.85,4.2,5.09704697077028,3.6,0.33413824
2004-09-28,234753400,0.31997984,0,7.9,16.8133333333333,7.85,4.37,4.98201271218551,3.6,0.31997984
2004-09-29,234753400,0.30582144,0,7.868,16.74,7.85,4.54,4.8655589202371,3.6,0.30582144
2004-09-30,234753400,0.28883136,0,7.92941176470588,16.8,7.85,4.71,4.72939013932555,3.5,0.28883136
2004-10-01,234753400,0.30015808,0,7.958,15.89,7.85,4.74,4.77275883327683,3.5,0.30015808
2004-10-02,234753400,0.3256432,21.84,7.996,15.2233333333333,7.85,4.62,4.89808444628884,3.5,0.3256432
2004-10-03,234753400,0.30298976,0,8.054,14.6833333333333,7.84,4.5,4.7330425350455,3.5,0.30298976
2004-10-04,234753400,0.265894752,0,8.386,14.0066666666667,7.84,4.37,4.46906846939633,3.5,0.265894752
2004-10-05,234753400,0.23786112,0,8.332,13.74,7.84,4.25,4.25089297314728,3.5,0.23786112
2004-10-06,234753400,0.223136384,0,8.716,13.8466666666667,7.84,4.13,4.11951850806491,3.5,0.223136384
2004-10-07,234753400,0.221154208,0,8.844,13.68,7.84,4.01,4.07996140187713,3.5,0.221154208
2004-10-08,234753400,0.241542304,3.05,8.922,13.6066666666667,7.84,3.89,4.19904467360936,3.4,0.241542304
2004-10-09,234753400,0.238144288,0,8.666,13.3533333333333,7.84,3.77,4.14999754243967,3.4,0.238144288
2004-10-10,234753400,0.2336136,0,8.718,13.71,7.84,3.65,4.09328763633816,3.4,0.2336136
2004-10-11,234753400,0.23502944,0,8.668,13.4766666666667,7.84,3.52,4.07781527501807,3.4,0.23502944
2004-10-12,234753400,0.237577952,0,8.61592156862745,13.3511111111111,7.83,3.4,4.06997495447455,3.4,0.237577952
2004-10-13,234753400,0.240126464,0,8.5638431372549,13.2255555555556,7.83,3.34,4.06191784645379,3.4,0.240126464
2004-10-14,234753400,0.243807648,0,8.51176470588235,13.1,7.83,3.28,4.06111677379444,3.4,0.243807648
2004-10-15,234753400,0.246922496,0,8.53269518716577,12.8357575757576,7.84,3.26,4.05624263886714,3.5,0.246922496
2004-10-16,234753400,0.250037344,3.05,8.55362566844919,12.5715151515151,7.84,3.29,4.05109273621568,3.5,0.250037344
2004-10-17,234753400,0.23644528,0,8.57455614973262,12.3072727272727,7.85,3.33,3.93812746991355,3.6,0.23644528
2004-10-18,234753400,0.235595776,0,8.59548663101604,12.0430303030303,7.85,3.36,3.90816159737514,3.6,0.235595776
2004-10-19,234753400,0.229082912,0,8.61641711229946,11.7787878787879,7.86,3.4,3.84114471210932,3.7,0.229082912
2004-10-20,234753400,0.227100736,0,8.63734759358289,11.5145454545454,7.86,3.44,3.80426589691227,3.7,0.227100736
2004-10-21,234753400,0.2336136,0,8.65827807486631,11.250303030303,7.87,3.47,3.82324159475784,3.8,0.2336136
2004-10-22,234753400,0.247205664,0,8.67920855614973,10.9860606060606,7.88,3.51,3.88540257227851,3.8,0.247205664
2004-10-23,234753400,0.33413824,21.59,8.70013903743316,10.7218181818182,7.88,3.55,4.34589972209969,3.9,0.33413824
2004-10-24,234753400,0.37095008,6.86,8.72106951871658,10.4575757575757,7.89,3.58,4.49848963550448,3.9,0.37095008
2004-10-25,234753400,0.37095008,0.25,8.742,10.1933333333333,7.89,3.62,4.47079986178541,4,0.37095008
2004-10-26,234753400,0.37661344,0,8.718,10.0466666666667,7.9,3.69,4.46957995902521,4,0.37661344
2004-10-27,234753400,0.37944512,0.76,8.648,9.92333333333333,7.91,3.76,4.45514941710056,4.1,0.37944512
2004-10-28,234753400,0.40493024,0,8.86470588235294,10.2,7.92,3.83,4.54098870678557,4.1,0.40493024
2004-10-29,234753400,0.47572224,24.89,8.80452488687783,10.0384615384615,7.93,3.88,4.8031034515448,4.1,0.47572224
2004-10-30,234753400,0.60597952,22.61,8.74434389140271,9.87692307692308,7.94,3.88,5.23806051056947,4,0.60597952
2004-10-31,234753400,0.63146464,11.18,8.6841628959276,9.71538461538461,7.94,3.89,5.28883353350053,3.9,0.63146464
2004-11-01,234753400,0.63429632,0,8.62398190045249,9.55384615384615,7.95,3.9,5.26596940066878,3.8,0.63429632
2004-11-02,234753400,0.62863296,0,8.56380090497738,9.39230769230769,7.95,3.9,5.21656469665569,3.7,0.62863296
2004-11-03,234753400,0.62863296,0,8.50361990950226,9.23076923076923,7.96,3.91,5.18547014628109,3.6,0.62863296
2004-11-04,234753400,0.6088112,0,8.44343891402715,9.06923076923077,7.96,3.92,5.09213630783899,3.6,0.6088112
2004-11-05,234753400,0.60314784,0,8.38325791855203,8.90769230769231,7.97,3.92,5.044097064979,3.5,0.60314784
2004-11-06,234753400,0.60597952,0,8.32307692307692,8.74615384615385,7.97,3.93,5.02351010509057,3.4,0.60597952
2004-11-07,234753400,0.59182112,0,8.26289592760181,8.58461538461538,7.98,3.93,4.94938929969465,3.3,0.59182112
2004-11-08,234753400,0.57483104,0,8.2027149321267,8.42307692307692,7.98,3.94,4.86629814843915,3.2,0.57483104
2004-11-09,234753400,0.566336,0,8.14253393665158,8.26153846153846,7.99,3.95,4.81087945101686,3.1,0.566336
2004-11-10,234753400,0.57199936,0,8.08235294117647,8.1,7.99,3.95,4.80168705166797,3,0.57199936
2004-11-11,234753400,0.566336,0,7.99857026143791,8.01064814814815,8.02,3.93,4.75638575015586,2.9,0.566336
2004-11-12,234753400,0.54651424,0,7.91478758169935,7.9212962962963,8.03,3.9,4.66563318127757,3,0.54651424
2004-11-13,234753400,0.53235584,0,7.83100490196078,7.83194444444444,8.05,3.87,4.59323556481091,3,0.53235584
2004-11-14,234753400,0.52102912,0,7.74722222222222,7.74259259259259,8.07,3.84,4.53037417586502,3,0.52102912
2004-11-15,234753400,0.52669248,0,7.66343954248366,7.65324074074074,8.08,3.81,4.52433215299192,3.1,0.52669248
2004-11-16,234753400,0.52952416,0,7.5796568627451,7.56388888888889,8.1,3.78,4.50909655909111,3.1,0.52952416
2004-11-17,234753400,0.54368256,0.51,7.49587418300654,7.47453703703704,8.12,3.75,4.53050997508986,3.1,0.54368256
2004-11-18,234753400,0.54934592,0,7.41209150326797,7.38518518518519,8.13,3.72,4.52439390207741,3.1,0.54934592
2004-11-19,234753400,0.5380192,0,7.32830882352941,7.29583333333333,8.15,3.69,4.4648654424435,3.2,0.5380192
2004-11-20,234753400,0.60597952,8.13,7.24452614379085,7.20648148148148,8.16,3.66,4.64840595556791,3.2,0.60597952
2004-11-21,234753400,0.59748448,0,7.16074346405229,7.11712962962963,8.18,3.63,4.59970552153476,3.2,0.59748448
2004-11-22,234753400,0.58898944,0,7.07696078431372,7.02777777777778,8.2,3.6,4.55143070889885,3.3,0.58898944
2004-11-23,234753400,0.57766272,0,6.99317810457516,6.93842592592593,8.21,3.57,4.49516433365718,3.3,0.57766272
2004-11-24,234753400,0.56916768,0,6.9093954248366,6.84907407407407,8.23,3.54,4.44767993615892,3.3,0.56916768
2004-11-25,234753400,0.56350432,0,6.82561274509804,6.75972222222222,8.25,3.51,4.40909009257986,3.4,0.56350432
2004-11-26,234753400,0.57199936,0,6.74183006535948,6.67037037037037,8.26,3.48,4.41307632634147,3.4,0.57199936
2004-11-27,234753400,0.61447456,10.16,6.65804738562091,6.58101851851852,8.28,3.45,4.51399337564261,3.4,0.61447456
2004-11-28,234753400,0.64845472,10.41,6.57426470588235,6.49166666666667,8.3,3.42,4.58603776345943,3.4,0.64845472
2004-11-29,234753400,0.63995968,0,6.49048202614379,6.40231481481482,8.31,3.38,4.54208950357775,3.5,0.63995968
2004-11-30,234753400,0.62863296,0,6.40669934640523,6.31296296296296,8.33,3.35,4.49087634966422,3.5,0.62863296
2004-12-01,234753400,0.62013792,0,6.32291666666667,6.22361111111111,8.35,3.32,4.44775732108434,3.5,0.62013792
2004-12-02,234753400,0.62013792,0,6.2391339869281,6.13425925925926,8.36,3.29,4.42830188570478,3.6,0.62013792
2004-12-03,234753400,0.62863296,3.81,6.15535130718954,6.04490740740741,8.38,3.26,4.43221140363415,3.6,0.62863296
2004-12-04,234753400,0.64279136,2.79,6.07156862745098,5.95555555555556,8.39,3.23,4.45114062571666,3.6,0.64279136
2004-12-05,234753400,0.64562304,0,5.98778594771242,5.8662037037037,8.41,3.2,4.44014843162534,3.7,0.64562304
2004-12-06,234753400,0.64562304,3.05,5.90400326797386,5.77685185185185,8.43,3.17,4.42213094538288,3.7,0.64562304
2004-12-07,234753400,0.64562304,0.51,5.82022058823529,5.6875,8.44,3.14,4.40454893359454,3.7,0.64562304
2004-12-08,234753400,0.64279136,0,5.73643790849673,5.59814814814815,8.46,3.11,4.38005986329244,3.7,0.64279136
2004-12-09,234753400,0.63429632,0.25,5.65265522875817,5.5087962962963,8.48,3.08,4.34130314356908,3.8,0.63429632
2004-12-10,234753400,0.64562304,8.38,5.56887254901961,5.41944444444445,8.49,3.05,4.35442104590822,3.8,0.64562304
2004-12-11,234753400,0.64562304,1.78,5.48508986928105,5.33009259259259,8.51,3.02,4.33858592824364,3.8,0.64562304
2004-12-12,234753400,0.67677152,7.62,5.40130718954248,5.24074074074074,8.53,2.99,4.40146642151918,3.9,0.67677152
2004-12-13,234753400,0.68526656,1.52,5.31752450980392,5.15138888888889,8.54,2.96,4.40710927672804,3.9,0.68526656
2004-12-14,234753400,0.6654448,1.52,5.23374183006536,5.06203703703704,8.56,2.93,4.34346730459768,3.9,0.6654448
2004-12-15,234753400,0.65694976,0,5.1499591503268,4.97268518518519,8.58,2.9,4.30808856374879,4,0.65694976
2004-12-16,234753400,0.6512864,0,5.06617647058824,4.88333333333333,8.59,2.87,4.28020874298138,4,0.6512864
2004-12-17,234753400,0.64562304,0.51,4.98239379084967,4.79398148148148,8.61,2.84,4.25277468137267,4,0.64562304
2004-12-18,234753400,0.64279136,0,4.89861111111111,4.70462962962963,8.62,2.81,4.23290487824498,4,0.64279136
2004-12-19,234753400,0.63995968,0.51,4.81482843137255,4.61527777777778,8.64,2.78,4.21349319528673,4.1,0.63995968
2004-12-20,234753400,0.6654448,5.59,4.73104575163399,4.52592592592593,8.66,2.75,4.26467598389212,4.1,0.6654448
2004-12-21,234753400,0.66261312,0.51,4.64726307189543,4.43657407407408,8.67,2.72,4.24619110285859,4.1,0.66261312
2004-12-22,234753400,0.67110816,0.76,4.56348039215686,4.34722222222222,8.69,2.69,4.25568482894623,4.2,0.67110816
2004-12-23,234753400,0.67110816,0,4.4796977124183,4.25787037037037,8.71,2.66,4.24496138551081,4.2,0.67110816
2004-12-24,234753400,0.6654448,0,4.39591503267974,4.16851851851852,8.72,2.63,4.22102647238729,4.2,0.6654448
2004-12-25,234753400,0.6654448,0.25,4.31213235294118,4.07916666666667,8.74,2.6,4.21122353212493,4.3,0.6654448
2004-12-26,234753400,0.65978144,0,4.22834967320262,3.98981481481482,8.76,2.57,4.18819015638331,4.3,0.65978144
2004-12-27,234753400,0.65978144,0,4.14456699346405,3.90046296296296,8.77,2.54,4.17930163124392,4.3,0.65978144
2004-12-28,234753400,0.66261312,0,4.06078431372549,3.81111111111111,8.79,2.51,4.17767492422458,4.3,0.66261312
2004-12-29,234753400,0.65978144,0,3.97700163398693,3.72175925925926,8.81,2.48,4.1628501035242,4.4,0.65978144
2004-12-30,234753400,0.69659328,0,3.89321895424837,3.63240740740741,8.82,2.45,4.24219203165864,4.4,0.69659328
2004-12-31,234753400,0.73340512,13.21,3.8094362745098,3.54305555555556,8.84,2.42,4.31874268890549,4.4,0.73340512
2005-01-01,234753400,0.72491008,0,3.72565359477124,3.45370370370371,8.85,2.39,4.29273831146655,4.5,0.72491008
2005-01-02,234753400,0.75605856,10.67,3.64187091503268,3.36435185185185,8.87,2.36,4.35537982231787,4.5,0.75605856
2005-01-03,234753400,0.7503952,0,3.55808823529412,3.275,8.89,2.33,4.33688185210335,4.5,0.7503952
2005-01-04,234753400,0.73906848,0,3.47430555555556,3.18564814814815,8.9,2.29,4.30630076977364,4.6,0.73906848
2005-01-05,234753400,0.72491008,0,3.39052287581699,3.0962962962963,8.92,2.26,4.26964561302761,4.6,0.72491008
2005-01-06,234753400,0.71358336,0.25,3.30674019607843,3.00694444444445,8.94,2.23,4.23952236378178,4.6,0.71358336
2005-01-07,234753400,0.71075168,0,3.22295751633987,2.91759259259259,8.95,2.2,4.22896785502583,4.6,0.71075168
2005-01-08,234753400,0.70792,0,3.13917483660131,2.82824074074074,8.97,2.17,4.21886227089431,4.7,0.70792
2005-01-09,234753400,0.70792,0,3.05539215686274,2.73888888888889,8.99,2.14,4.21563917598428,4.7,0.70792
2005-01-10,234753400,0.70508832,0.25,2.97160947712418,2.64953703703704,9,2.11,4.20643823836268,4.7,0.70508832
2005-01-11,234753400,0.70508832,0.25,2.88782679738562,2.56018518518519,9.02,2.08,4.2041271070453,4.8,0.70508832
2005-01-12,234753400,0.71358336,0.76,2.80404411764706,2.47083333333334,9.04,2.05,4.22150396557191,4.8,0.71358336
2005-01-13,234753400,0.71358336,1.27,2.7202614379085,2.38148148148148,9.05,2.02,4.22009699313077,4.8,0.71358336
2005-01-14,234753400,0.70225664,0,2.63647875816993,2.29212962962963,9.07,1.99,4.19347297488232,4.9,0.70225664
