time,flow
2000-06-28,5.469
2000-06-29,5.260
2000-06-30,5.350
2000-07-01,4.573
2000-07-02,4.184
2000-07-03,4.124
2000-07-04,4.543
2000-07-05,3.736
2000-07-06,3.347
2000-07-07,3.138
2000-07-08,2.959
2000-07-09,2.809
2000-07-10,2.750
2000-07-11,2.600
2000-07-12,2.451
2000-07-13,2.361
2000-07-14,7.173
2000-07-15,69.636
2000-07-16,63.659
2000-07-17,25.015
2000-07-18,12.821
2000-07-19,8.936
2000-07-20,7.143
2000-07-21,5.977
2000-07-22,5.439
2000-07-23,4.662
2000-07-24,4.214
2000-07-25,3.915
2000-07-26,3.676
2000-07-27,5.439
2000-07-28,4.393
2000-07-29,7.681
2000-07-30,8.159
2000-07-31,6.814
2000-08-01,6.336
2000-08-02,5.619
2000-08-03,4.991
2000-08-04,4.842
2000-08-05,4.094
2000-08-06,3.945
2000-08-07,5.738
2000-08-08,4.334
2000-08-09,3.885
2000-08-10,3.557
2000-08-11,3.557
2000-08-12,5.738
2000-08-13,4.931
2000-08-14,4.005
2000-08-15,4.632
2000-08-16,4.632
2000-08-17,3.885
2000-08-18,3.467
2000-08-19,3.228
2000-08-20,2.959
2000-08-21,2.809
2000-08-22,2.660
2000-08-23,4.154
2000-08-24,5.111
2000-08-25,3.228
2000-08-26,2.809
2000-08-27,2.600
2000-08-28,2.510
2000-08-29,2.481
2000-08-30,2.391
2000-08-31,2.301
2000-09-01,2.510
2000-09-02,8.099
2000-09-03,13.628
2000-09-04,5.649
2000-09-05,4.214
2000-09-06,3.557
2000-09-07,3.228
2000-09-08,2.989
2000-09-09,4.304
2000-09-10,4.035
2000-09-11,3.258
2000-09-12,5.409
2000-09-13,26.181
2000-09-14,10.670
2000-09-15,8.757
2000-09-16,6.874
2000-09-17,5.738
2000-09-18,5.051
2000-09-19,4.632
2000-09-20,4.513
2000-09-21,4.035
2000-09-22,3.706
2000-09-23,3.586
2000-09-24,3.706
2000-09-25,3.437
2000-09-26,3.467
2000-09-27,3.437
2000-09-28,3.078
2000-09-29,2.929
2000-09-30,2.809
2000-10-01,2.690
2000-10-02,2.600
2000-10-03,2.540
2000-10-04,2.481
2000-10-05,2.839
2000-10-06,6.754
2000-10-07,3.945
2000-10-08,3.108
2000-10-09,2.839
2000-10-10,2.750
2000-10-11,2.630
2000-10-12,2.540
2000-10-13,2.451
2000-10-14,2.421
2000-10-15,2.391
2000-10-16,2.391
2000-10-17,2.570
2000-10-18,6.187
2000-10-19,5.469
2000-10-20,3.885
2000-10-21,3.497
2000-10-22,3.258
2000-10-23,3.108
2000-10-24,3.048
2000-10-25,2.929
2000-10-26,2.869
2000-10-27,2.779
2000-10-28,2.690
2000-10-29,2.600
2000-10-30,2.570
2000-10-31,2.510
2000-11-01,2.481
2000-11-02,2.391
2000-11-03,2.361
2000-11-04,2.271
2000-11-05,2.241
2000-11-06,2.182
2000-11-07,2.152
2000-11-08,2.152
2000-11-09,2.122
2000-11-10,4.423
2000-11-11,3.736
2000-11-12,3.019
2000-11-13,2.779
2000-11-14,3.646
2000-11-15,4.782
2000-11-16,3.646
2000-11-17,3.347
2000-11-18,3.168
2000-11-19,3.078
2000-11-20,2.959
2000-11-21,2.899
2000-11-22,2.839
2000-11-23,2.720
2000-11-24,2.540
2000-11-25,2.570
2000-11-26,4.304
2000-11-27,4.812
2000-11-28,3.766
2000-11-29,3.437
2000-11-30,3.407
2000-12-01,3.198
2000-12-02,2.959
2000-12-03,2.690
2000-12-04,2.779
2000-12-05,3.019
2000-12-06,2.660
2000-12-07,2.451
2000-12-08,2.540
2000-12-09,2.570
2000-12-10,2.421
2000-12-11,2.720
2000-12-12,2.899
2000-12-13,2.152
2000-12-14,2.630
2000-12-15,2.570
2000-12-16,2.690
2000-12-17,114.765
2000-12-18,36.761
2000-12-19,16.378
2000-12-20,11.088
2000-12-21,8.159
2000-12-22,7.143
2000-12-23,6.127
2000-12-24,5.081
2000-12-25,4.363
2000-12-26,4.065
2000-12-27,3.885
2000-12-28,3.796
2000-12-29,3.497
2000-12-30,3.437
2000-12-31,3.377
2001-01-01,3.168
2001-01-02,3.048
2001-01-03,2.869
2001-01-04,2.779
2001-01-05,2.720
2001-01-06,2.660
2001-01-07,2.570
2001-01-08,2.570
2001-01-09,2.451
2001-01-10,2.331
2001-01-11,2.301
2001-01-12,2.182
2001-01-13,2.032
2001-01-14,2.062
2001-01-15,2.032
2001-01-16,2.032
2001-01-17,1.913
2001-01-18,1.823
2001-01-19,1.793
2001-01-20,1.763
2001-01-21,1.584
2001-01-22,1.494
2001-01-23,1.614
2001-01-24,1.674
2001-01-25,1.584
2001-01-26,1.494
2001-01-27,1.524
2001-01-28,1.405
2001-01-29,1.345
2001-01-30,2.182
2001-01-31,3.467
2001-02-01,2.331
2001-02-02,2.002
2001-02-03,1.674
2001-02-04,2.002
2001-02-05,1.823
2001-02-06,1.943
2001-02-07,1.853
2001-02-08,1.823
2001-02-09,2.182
2001-02-10,3.288
2001-02-11,2.989
2001-02-12,2.809
2001-02-13,2.750
2001-02-14,2.600
2001-02-15,3.586
2001-02-16,2.869
2001-02-17,2.690
2001-02-18,2.391
2001-02-19,2.570
2001-02-20,2.779
2001-02-21,2.779
2001-02-22,2.451
2001-02-23,2.630
2001-02-24,2.510
2001-02-25,2.570
2001-02-26,3.766
2001-02-27,2.989
2001-02-28,2.720
2001-03-01,2.451
2001-03-02,2.720
2001-03-03,2.600
2001-03-04,2.510
2001-03-05,2.720
2001-03-06,2.630
2001-03-07,2.630
2001-03-08,2.540
2001-03-09,2.630
2001-03-10,2.481
2001-03-11,2.451
2001-03-12,2.570
2001-03-13,3.228
2001-03-14,4.035
2001-03-15,3.138
2001-03-16,3.198
2001-03-17,3.317
2001-03-18,3.168
2001-03-19,2.959
2001-03-20,3.078
2001-03-21,3.527
2001-03-22,7.651
2001-03-23,5.589
2001-03-24,4.692
2001-03-25,4.244
2001-03-26,3.975
2001-03-27,4.274
2001-03-28,3.736
2001-03-29,3.586
2001-03-30,9.863
2001-03-31,8.069
2001-04-01,5.977
2001-04-02,5.320
2001-04-03,4.872
2001-04-04,4.901
2001-04-05,5.888
2001-04-06,7.203
2001-04-07,11.985
2001-04-08,14.943
2001-04-09,28.811
2001-04-10,50.508
2001-04-11,34.668
2001-04-12,38.255
2001-04-13,53.796
2001-04-14,37.059
2001-04-15,26.181
2001-04-16,21.309
2001-04-17,17.005
2001-04-18,13.867
2001-04-19,11.686
2001-04-20,10.490
2001-04-21,11.207
2001-04-22,16.318
2001-04-23,15.541
2001-04-24,13.210
2001-04-25,10.132
2001-04-26,7.890
2001-04-27,6.844
2001-04-28,6.067
2001-04-29,5.469
2001-04-30,5.051
2001-05-01,4.782
2001-05-02,4.573
2001-05-03,4.363
2001-05-04,4.065
2001-05-05,3.796
2001-05-06,3.557
2001-05-07,3.437
2001-05-08,3.347
2001-05-09,3.228
2001-05-10,3.168
2001-05-11,3.108
2001-05-12,3.048
2001-05-13,2.959
2001-05-14,2.869
2001-05-15,2.779
2001-05-16,2.720
2001-05-17,2.690
2001-05-18,2.630
2001-05-19,2.570
2001-05-20,2.510
2001-05-21,2.391
2001-05-22,3.048
2001-05-23,7.053
2001-05-24,6.336
2001-05-25,3.557
2001-05-26,3.467
2001-05-27,6.665
2001-05-28,5.141
2001-05-29,4.244
2001-05-30,3.497
2001-05-31,3.228
2001-06-01,3.048
2001-06-02,14.943
2001-06-03,12.283
2001-06-04,9.115
2001-06-05,6.635
2001-06-06,5.380
2001-06-07,4.632
2001-06-08,4.005
2001-06-09,3.616
2001-06-10,3.377
2001-06-11,3.288
2001-06-12,3.945
2001-06-13,3.228
2001-06-14,3.019
2001-06-15,2.779
2001-06-16,2.809
2001-06-17,54.394
2001-06-18,13.808
2001-06-19,8.189
2001-06-20,6.306
2001-06-21,5.918
2001-06-22,5.141
2001-06-23,5.320
2001-06-24,6.575
2001-06-25,4.662
2001-06-26,3.915
2001-06-27,3.437
2001-06-28,3.108
2001-06-29,2.959
2001-06-30,2.989
2001-07-01,5.021
2001-07-02,3.616
2001-07-03,2.989
2001-07-04,2.750
2001-07-05,2.809
2001-07-06,2.421
2001-07-07,2.271
2001-07-08,2.451
2001-07-09,3.317
2001-07-10,2.510
2001-07-11,2.361
2001-07-12,2.062
2001-07-13,1.913
2001-07-14,1.853
2001-07-15,1.763
2001-07-16,1.674
2001-07-17,1.644
2001-07-18,1.674
2001-07-19,1.554
2001-07-20,1.435
2001-07-21,1.345
2001-07-22,1.255
2001-07-23,1.195
2001-07-24,1.166
2001-07-25,1.106
2001-07-26,1.405
2001-07-27,1.345
2001-07-28,1.106
2001-07-29,1.046
2001-07-30,1.016
2001-07-31,0.956
2001-08-01,0.897
2001-08-02,0.867
2001-08-03,0.837
2001-08-04,1.166
2001-08-05,1.225
2001-08-06,0.926
2001-08-07,0.837
2001-08-08,0.777
2001-08-09,0.747
2001-08-10,0.717
2001-08-11,0.747
2001-08-12,0.986
2001-08-13,1.136
2001-08-14,0.897
2001-08-15,0.926
2001-08-16,0.777
2001-08-17,0.807
2001-08-18,0.807
2001-08-19,0.717
2001-08-20,0.687
2001-08-21,0.687
2001-08-22,0.658
2001-08-23,0.628
2001-08-24,0.628
2001-08-25,0.598
2001-08-26,0.568
2001-08-27,0.568
2001-08-28,0.598
2001-08-29,0.568
2001-08-30,0.568
2001-08-31,0.568
2001-09-01,0.897
2001-09-02,0.658
2001-09-03,0.538
2001-09-04,0.628
2001-09-05,0.717
2001-09-06,0.568
2001-09-07,0.538
2001-09-08,0.508
2001-09-09,0.478
2001-09-10,0.538
2001-09-11,0.658
2001-09-12,0.568
2001-09-13,0.508
2001-09-14,0.956
2001-09-15,0.837
2001-09-16,0.628
2001-09-17,0.568
2001-09-18,0.508
2001-09-19,0.478
2001-09-20,1.315
2001-09-21,6.874
2001-09-22,1.973
2001-09-23,1.136
2001-09-24,0.867
2001-09-25,21.040
2001-09-26,5.828
2001-09-27,3.019
2001-09-28,2.271
2001-09-29,2.032
2001-09-30,1.763
2001-10-01,1.524
2001-10-02,1.375
2001-10-03,1.315
2001-10-04,1.225
2001-10-05,1.195
2001-10-06,1.195
2001-10-07,1.195
2001-10-08,1.106
2001-10-09,1.076
2001-10-10,1.046
2001-10-11,1.046
2001-10-12,1.046
2001-10-13,1.016
2001-10-14,1.016
2001-10-15,1.763
2001-10-16,1.464
2001-10-17,1.255
2001-10-18,1.166
2001-10-19,1.106
2001-10-20,1.076
2001-10-21,1.076
2001-10-22,1.046
2001-10-23,1.046
2001-10-24,1.195
2001-10-25,1.255
2001-10-26,1.136
2001-10-27,1.076
2001-10-28,1.016
2001-10-29,1.016
2001-10-30,0.986
2001-10-31,0.986
2001-11-01,0.986
2001-11-02,0.986
2001-11-03,0.986
2001-11-04,0.956
2001-11-05,0.956
2001-11-06,0.986
2001-11-07,0.956
2001-11-08,0.956
2001-11-09,0.926
2001-11-10,0.897
2001-11-11,0.867
2001-11-12,0.867
2001-11-13,0.867
2001-11-14,0.867
2001-11-15,0.867
2001-11-16,0.837
2001-11-17,0.837
2001-11-18,0.837
2001-11-19,0.837
2001-11-20,0.837
2001-11-21,0.837
2001-11-22,0.807
2001-11-23,0.807
2001-11-24,0.807
2001-11-25,0.867
2001-11-26,1.405
2001-11-27,1.136
2001-11-28,0.986
2001-11-29,1.016
2001-11-30,2.899
2001-12-01,13.838
2001-12-02,5.439
2001-12-03,3.915
2001-12-04,3.347
2001-12-05,3.048
2001-12-06,2.720
2001-12-07,2.540
2001-12-08,2.391
2001-12-09,2.451
2001-12-10,2.271
2001-12-11,2.182
2001-12-12,2.152
2001-12-13,2.690
2001-12-14,3.825
2001-12-15,5.678
2001-12-16,3.885
2001-12-17,3.885
2001-12-18,10.221
2001-12-19,7.143
2001-12-20,5.678
2001-12-21,4.961
2001-12-22,4.304
2001-12-23,3.975
2001-12-24,4.991
2001-12-25,4.274
2001-12-26,3.676
2001-12-27,3.078
2001-12-28,3.198
2001-12-29,2.989
2001-12-30,2.839
2001-12-31,2.421
2002-01-01,2.212
2002-01-02,2.481
2002-01-03,2.301
2002-01-04,2.361
2002-01-05,2.391
2002-01-06,2.361
2002-01-07,2.929
2002-01-08,2.122
2002-01-09,2.092
2002-01-10,2.092
2002-01-11,2.092
2002-01-12,2.002
2002-01-13,1.883
2002-01-14,1.823
2002-01-15,1.793
2002-01-16,1.733
2002-01-17,1.733
2002-01-18,1.584
2002-01-19,1.195
2002-01-20,1.674
2002-01-21,1.584
2002-01-22,1.763
2002-01-23,1.644
2002-01-24,2.182
2002-01-25,3.527
2002-01-26,2.361
2002-01-27,2.122
2002-01-28,2.092
2002-01-29,2.451
2002-01-30,6.993
2002-01-31,6.724
2002-02-01,8.846
2002-02-02,10.430
2002-02-03,6.754
2002-02-04,5.888
2002-02-05,4.662
2002-02-06,4.632
2002-02-07,4.274
2002-02-08,3.945
2002-02-09,3.706
2002-02-10,3.736
2002-02-11,12.791
2002-02-12,7.113
2002-02-13,5.559
2002-02-14,5.469
2002-02-15,4.692
2002-02-16,4.543
2002-02-17,4.154
2002-02-18,3.736
2002-02-19,3.557
2002-02-20,3.557
2002-02-21,4.782
2002-02-22,4.752
2002-02-23,3.855
2002-02-24,3.527
2002-02-25,3.407
2002-02-26,3.347
2002-02-27,3.736
2002-02-28,3.288
2002-03-01,3.048
2002-03-02,3.019
2002-03-03,8.697
2002-03-04,6.724
2002-03-05,5.081
2002-03-06,4.603
2002-03-07,4.214
2002-03-08,4.005
2002-03-09,4.005
2002-03-10,14.525
2002-03-11,7.771
2002-03-12,6.306
2002-03-13,5.649
2002-03-14,6.216
2002-03-15,6.037
2002-03-16,6.426
2002-03-17,5.768
2002-03-18,5.290
2002-03-19,4.901
2002-03-20,4.991
2002-03-21,4.872
2002-03-22,4.782
2002-03-23,4.334
2002-03-24,4.065
2002-03-25,3.945
2002-03-26,4.573
2002-03-27,24.208
2002-03-28,11.805
2002-03-29,10.939
2002-03-30,17.005
2002-03-31,15.212
2002-04-01,14.226
2002-04-02,11.148
2002-04-03,10.102
2002-04-04,9.444
2002-04-05,7.890
2002-04-06,6.964
2002-04-07,6.157
2002-04-08,5.738
2002-04-09,5.529
2002-04-10,5.738
2002-04-11,5.051
2002-04-12,4.752
2002-04-13,5.051
2002-04-14,11.536
2002-04-15,19.157
2002-04-16,11.267
2002-04-17,8.787
2002-04-18,7.711
2002-04-19,7.173
2002-04-20,6.844
2002-04-21,6.187
2002-04-22,5.798
2002-04-23,5.409
2002-04-24,4.901
2002-04-25,6.157
2002-04-26,6.575
2002-04-27,5.170
2002-04-28,10.879
2002-04-29,18.500
2002-04-30,11.686
2002-05-01,10.281
2002-05-02,13.270
2002-05-03,14.644
2002-05-04,10.311
2002-05-05,8.757
2002-05-06,7.741
2002-05-07,7.173
2002-05-08,6.485
2002-05-09,6.336
2002-05-10,6.127
2002-05-11,5.170
2002-05-12,6.037
2002-05-13,15.033
2002-05-14,18.022
2002-05-15,12.254
2002-05-16,9.623
2002-05-17,8.308
2002-05-18,13.479
2002-05-19,10.849
2002-05-20,8.996
2002-05-21,8.040
2002-05-22,7.262
2002-05-23,6.515
2002-05-24,5.977
2002-05-25,5.589
2002-05-26,5.230
2002-05-27,4.901
2002-05-28,4.842
2002-05-29,4.603
2002-05-30,4.722
2002-05-31,6.545
2002-06-01,6.396
2002-06-02,4.513
2002-06-03,4.005
2002-06-04,3.736
2002-06-05,4.513
2002-06-06,8.040
2002-06-07,15.033
2002-06-08,8.697
2002-06-09,6.904
2002-06-10,5.858
2002-06-11,5.170
2002-06-12,5.170
2002-06-13,5.111
2002-06-14,5.499
2002-06-15,6.246
2002-06-16,8.996
2002-06-17,5.977
2002-06-18,4.991
2002-06-19,4.961
2002-06-20,4.334
2002-06-21,3.945
2002-06-22,3.706
2002-06-23,3.885
2002-06-24,4.662
2002-06-25,3.407
2002-06-26,3.258
2002-06-27,3.646
2002-06-28,3.258
2002-06-29,2.869
2002-06-30,2.510
2002-07-01,2.331
2002-07-02,2.212
2002-07-03,2.062
2002-07-04,1.913
2002-07-05,1.763
2002-07-06,1.674
2002-07-07,1.614
2002-07-08,1.524
2002-07-09,1.464
2002-07-10,1.464
2002-07-11,1.345
2002-07-12,1.255
2002-07-13,1.225
2002-07-14,1.195
2002-07-15,1.166
2002-07-16,1.076
2002-07-17,1.016
2002-07-18,0.986
2002-07-19,2.361
2002-07-20,2.869
2002-07-21,1.524
2002-07-22,1.315
2002-07-23,1.464
2002-07-24,1.584
2002-07-25,1.255
2002-07-26,1.166
2002-07-27,1.136
2002-07-28,1.136
2002-07-29,1.106
2002-07-30,0.986
2002-07-31,0.926
2002-08-01,0.867
2002-08-02,0.867
2002-08-03,0.926
2002-08-04,0.837
2002-08-05,0.867
2002-08-06,0.807
2002-08-07,0.717
2002-08-08,0.687
2002-08-09,0.687
2002-08-10,0.658
2002-08-11,0.628
2002-08-12,0.598
2002-08-13,0.568
2002-08-14,0.568
2002-08-15,0.568
2002-08-16,0.568
2002-08-17,0.568
2002-08-18,0.538
2002-08-19,0.508
2002-08-20,0.628
2002-08-21,0.598
2002-08-22,0.538
2002-08-23,0.538
2002-08-24,0.658
2002-08-25,0.717
2002-08-26,0.598
2002-08-27,0.538
2002-08-28,0.538
2002-08-29,1.464
2002-08-30,1.494
2002-08-31,0.897
2002-09-01,0.747
2002-09-02,0.687
2002-09-03,0.658
2002-09-04,0.807
2002-09-05,0.717
2002-09-06,0.628
2002-09-07,0.568
2002-09-08,0.538
2002-09-09,0.508
2002-09-10,0.478
2002-09-11,0.478
2002-09-12,0.448
2002-09-13,0.448
2002-09-14,0.418
2002-09-15,0.538
2002-09-16,2.451
2002-09-17,1.255
2002-09-18,0.837
2002-09-19,0.687
2002-09-20,0.598
2002-09-21,0.568
2002-09-22,0.717
2002-09-23,0.747
2002-09-24,0.628
2002-09-25,0.568
2002-09-26,0.568
2002-09-27,3.377
2002-09-28,14.465
2002-09-29,3.317
2002-09-30,2.062
2002-10-01,1.674
2002-10-02,1.464
2002-10-03,1.435
2002-10-04,1.405
2002-10-05,3.676
2002-10-06,2.690
2002-10-07,2.152
2002-10-08,1.913
2002-10-09,1.704
2002-10-10,1.733
2002-10-11,3.168
2002-10-12,41.542
2002-10-13,21.070
2002-10-14,12.463
2002-10-15,8.159
2002-10-16,21.279
2002-10-17,25.135
2002-10-18,11.745
2002-10-19,8.577
2002-10-20,7.502
2002-10-21,6.097
2002-10-22,5.260
2002-10-23,4.722
2002-10-24,4.244
2002-10-25,3.885
2002-10-26,8.279
2002-10-27,6.784
2002-10-28,5.230
2002-10-29,4.722
2002-10-30,4.363
2002-10-31,4.035
2002-11-01,3.766
2002-11-02,3.616
2002-11-03,3.497
2002-11-04,3.377
2002-11-05,3.228
2002-11-06,5.409
2002-11-07,4.961
2002-11-08,3.915
2002-11-09,3.855
2002-11-10,3.766
2002-11-11,4.214
2002-11-12,5.111
2002-11-13,7.860
2002-11-14,5.828
2002-11-15,5.081
2002-11-16,5.021
2002-11-17,15.182
2002-11-18,15.810
2002-11-19,10.191
2002-11-20,8.697
2002-11-21,8.338
2002-11-22,10.909
2002-11-23,13.927
2002-11-24,9.414
2002-11-25,8.010
2002-11-26,7.173
2002-11-27,6.545
2002-11-28,5.888
2002-11-29,5.469
2002-11-30,5.111
2002-12-01,4.782
2002-12-02,4.334
2002-12-03,3.646
2002-12-04,3.527
2002-12-05,3.676
2002-12-06,3.676
2002-12-07,3.228
2002-12-08,3.347
2002-12-09,2.690
2002-12-10,2.570
2002-12-11,3.048
2002-12-12,3.646
2002-12-13,3.198
2002-12-14,5.141
2002-12-15,4.692
2002-12-16,3.766
2002-12-17,3.078
2002-12-18,2.690
2002-12-19,3.198
2002-12-20,14.764
2002-12-21,13.150
2002-12-22,7.980
2002-12-23,6.485
2002-12-24,5.380
2002-12-25,5.081
2002-12-26,4.782
2002-12-27,4.752
2002-12-28,4.363
2002-12-29,4.094
2002-12-30,3.855
2002-12-31,4.543
2003-01-01,6.187
2003-01-02,13.329
2003-01-03,7.741
2003-01-04,6.724
2003-01-05,5.888
2003-01-06,5.469
2003-01-07,4.961
2003-01-08,4.782
2003-01-09,4.483
2003-01-10,4.184
2003-01-11,3.885
2003-01-12,3.586
2003-01-13,3.288
2003-01-14,3.288
2003-01-15,2.989
2003-01-16,2.989
2003-01-17,2.989
2003-01-18,2.929
2003-01-19,2.929
2003-01-20,2.929
2003-01-21,2.869
2003-01-22,2.869
2003-01-23,2.869
2003-01-24,2.809
2003-01-25,2.809
2003-01-26,2.750
2003-01-27,2.690
2003-01-28,2.630
2003-01-29,2.510
2003-01-30,2.331
2003-01-31,2.152
2003-02-01,2.092
2003-02-02,1.973
2003-02-03,1.943
2003-02-04,3.078
2003-02-05,3.288
2003-02-06,2.391
2003-02-07,2.271
2003-02-08,2.271
2003-02-09,2.212
2003-02-10,2.032
2003-02-11,1.973
2003-02-12,1.913
2003-02-13,1.913
2003-02-14,1.913
2003-02-15,1.853
2003-02-16,1.853
2003-02-17,1.853
2003-02-18,1.913
2003-02-19,1.883
2003-02-20,1.793
2003-02-21,1.793
2003-02-22,2.241
2003-02-23,5.260
2003-02-24,4.423
2003-02-25,2.989
2003-02-26,2.989
2003-02-27,2.989
2003-02-28,2.869
2003-03-01,2.690
2003-03-02,3.975
2003-03-03,4.244
2003-03-04,3.676
2003-03-05,3.497
2003-03-06,3.288
2003-03-07,3.288
2003-03-08,2.989
2003-03-09,2.989
2003-03-10,3.288
2003-03-11,2.989
2003-03-12,2.929
2003-03-13,2.809
2003-03-14,3.108
2003-03-15,2.750
2003-03-16,3.557
2003-03-17,7.322
2003-03-18,15.571
2003-03-19,14.854
2003-03-20,15.750
2003-03-21,66.348
2003-03-22,46.922
2003-03-23,29.767
2003-03-24,19.636
2003-03-25,18.858
2003-03-26,19.964
2003-03-27,16.826
2003-03-28,13.778
2003-03-29,37.657
2003-03-30,31.680
2003-03-31,16.587
2003-04-01,12.433
2003-04-02,10.759
2003-04-03,10.699
2003-04-04,9.623
2003-04-05,8.488
2003-04-06,7.382
2003-04-07,6.814
2003-04-08,6.276
2003-04-09,5.798
2003-04-10,5.858
2003-04-11,7.173
2003-04-12,9.594
2003-04-13,8.189
2003-04-14,6.874
2003-04-15,6.605
2003-04-16,7.741
2003-04-17,6.964
2003-04-18,5.738
2003-04-19,5.200
2003-04-20,4.872
2003-04-21,4.632
2003-04-22,4.812
2003-04-23,4.543
2003-04-24,4.065
2003-04-25,3.796
2003-04-26,4.722
2003-04-27,5.499
2003-04-28,4.304
2003-04-29,3.915
2003-04-30,3.676
2003-05-01,3.616
2003-05-02,5.350
2003-05-03,4.931
2003-05-04,4.065
2003-05-05,3.766
2003-05-06,3.796
2003-05-07,3.646
2003-05-08,3.616
2003-05-09,3.796
2003-05-10,3.527
2003-05-11,5.021
2003-05-12,7.502
2003-05-13,5.409
2003-05-14,4.872
2003-05-15,4.513
2003-05-16,4.244
2003-05-17,4.005
2003-05-18,3.796
2003-05-19,3.616
2003-05-20,3.437
2003-05-21,3.766
2003-05-22,3.437
2003-05-23,3.317
2003-05-24,4.065
2003-05-25,4.931
2003-05-26,8.727
2003-05-27,8.129
2003-05-28,8.010
2003-05-29,7.143
2003-05-30,5.918
2003-05-31,7.561
2003-06-01,37.657
2003-06-02,17.304
2003-06-03,10.819
2003-06-04,9.115
2003-06-05,7.890
2003-06-06,6.665
2003-06-07,6.904
2003-06-08,6.814
2003-06-09,6.187
2003-06-10,6.306
2003-06-11,5.708
2003-06-12,5.828
2003-06-13,12.851
2003-06-14,11.237
2003-06-15,8.249
2003-06-16,6.814
2003-06-17,6.067
2003-06-18,5.828
2003-06-19,5.439
2003-06-20,5.290
2003-06-21,6.396
2003-06-22,11.387
2003-06-23,8.936
2003-06-24,6.276
