"","STATE_NAME","SITE_ID","YEAR","VISIT_NO.x","SITE_TYPE.x","LAKE_SAMP.x","SAMPLED.x","DATE_COL.x","SAMPLE_CATEGORY","DATECHEM","SAMPLED_CHEM.x","INDXSAMP_CHEM.x","PH_FIELD","PH_FIELD_DEPTH","SAMPLE_DEPTH","SAMPLE_ID_CHEM","LAB_ID_CHEM","PH_LAB","PHLAB_FLAG","COND","COND_FLAG","COND_RL_ALERT","ANC","ANC_FLAG","TURB","TURB_FLAG","TURB_RL_ALERT","TOC","TOC_FLAG","TOC_RL_ALERT","DOC","DOC_FLAG","DOC_RL_ALERT","NH4N_PPM","NH4","NH4_FLAG","NH4_RL_ALERT","NO3_NO2","NO3NO2_FLAG","NO3NO2_RL_ALERT","NTL_PPM","NTL","NTL_FLAG","NTL_RL_ALERT","PTL","PTL_FLAG","PTL_RL_ALERT","CL_PPM","CL","CL_FLAG","CL_RL_ALERT","NO3N_PPM","NO3","NO3_FLAG","NO3_RL_ALERT","SO4_PPM","SO4","SO4_FLAG","SO4_RL_ALERT","CA_PPM","CA","CA_FLAG","CA_RL_ALERT","MG_PPM","MG","MG_FLAG","MG_RL_ALERT","NA_PPM","NA.","NA_FLAG","NA_RL_ALERT","K_PPM","K","K_FLAG","K_RL_ALERT","COLOR","COLOR_FLAG","COLOR_RL_ALERT","SIO2","SIO2_FLAG","SIO2_RL_ALERT","H","OH","NH4ION","CATSUM","ANSUM2","ANDEF2","SOBC","BALANCE2","ORGION","CONCAL2","CONDHO2","DAY_SHIP","DAYSHIP_ALERT","DATE_RECEIVED","DATE_FILTERED","DATEFILT_ALERT","PHLAB_HT","PHLAB_HT_ALERT","COND_HT","COND_HT_ALERT","ANC_HT","ANC_HT_ALERT","TURB_HT","TURB_HT_ALERT","TOC_HT","TOC_HT_ALERT","DOC_HT","DOC_HT_ALERT","NH4_HT","NH4_HT_ALERT","NO3NO2_HT","NO3NO2_HT_ALERT","NTL_HT","NTL_HT_ALERT","PTL_HT","PTL_HT_ALERT","CL_HT","CL_HT_ALERT","NO3_HT","NO3_HT_ALERT","SO4_HT","SO4_HT_ALERT","CA_HT","CA_HT_ALERT","MG_HT","MG_HT_ALERT","NA_HT","NA_HT_ALERT","K_HT","K_HT_ALERT","COLOR_HT","COLOR_HT_ALERT","SIO2_HT","SIO2_HT_ALERT","COM_FIELD_PH","COMMENT_FLD_CHEM","COMMENT_LAB_CHEM","COMMENT_IM_CHEM","INDXSAMP_CHLA.x","DATECHLA","SAMPLED_CHLA.x","CHLA","SAMPLE_ID_CHLA","LAB_ID_CHLA","CHLA_RL_ALERT","FLAG_FLD_CHLA","COMMENT_FLD_CHLA","FLAG_LAB_CHLA","COMMENT_LAB_CHLA","CHLA_HT_ALERT","CHLA_HT","DATESECCHI","SAMPLED_SECCHI.x","SECMEAN","CLEAR_TO_BOTTOM","COMMENT_SECCHI","VISIT_ID.x","FLAG_SECCHI","VISIT_NO.y","SAMPLED.y","DATE_COL.y","REPEAT","SITE_TYPE.y","LAKE_SAMP.y","TNT","LON_DD","LAT_DD","ALBERS_X","ALBERS_Y","FLD_LON_DD","FLD_LAT_DD","FLD_SRC","FLD_FLAG","STATE_NAME.1","CNTYNAME","EPA_REG","NHDNAME","LAKENAME","AREA_CAT7","NESLAKE","NESLAKE_ID","STRATUM","PANEL","DSGN_CAT","MDCATY","WGT","WGT_NLA","ADJWGT_CAT","URBAN","WSA_ECO3","WSA_ECO9","ECO_LEV_3","ECO_L3_NAM","NUT_REG","NUTREG_NAME","ECO_NUTA","LAKE_ORIGIN","ECO3_X_ORIGIN","REF_CLUSTER","REFCLUS_NAME","RT_NLA","REF_NUTR","AREA_HA","SIZE_CLASS","LAKEAREA","LAKEPERIM","SLD","DEPTH_X","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","REACHCODE","COM_ID","INDEX_SAMP","STATUS_VER","STATUS_FLD","STATUS_DSK","PERM_WATER","NON_SALINE","SRFC_AREA","METER_DEEP","OPEN_WATER","AQUACULTUR","DISPOSAL","SEWAGE","EVAPORATE","PHYS_ACCES","FLAG_INFO","COMMENT_INFO","SAMPLED_PROFILE","SAMPLED_SECCHI.y","SAMPLED_ASSESS","SAMPLED_PHAB","INDXSAMP_PHAB","SAMPLED_CHEM.y","INDXSAMP_CHEM.y","SAMPLED_CHLA.y","INDXSAMP_CHLA.y","SAMPLED_ZOOP","INDXSAMP_ZOOP","SAMPLED_PHYT","INDXSAMP_PHYT","SAMPLED_CORE","INDXSAMP_CORE","SAMPLED_INF","INDXSAMP_INF","SAMPLED_ENTE","INDXSAMP_ENTE","SAMPLED_MICR","INDXSAMP_MICR","SAMPLED_SDHG","INDXSAMP_SDHG","VISIT_ID.y","FID_1"
"630","Ohio","NLA06608-0479",2007,1,"PROB_Lake","Target_Sampled","Yes","8/16/2007","P","8/16/2007","YES","YES",8.4,1,2,505431,710897,8.06,NA,580.7,NA,"N",1691.18,NA,2.39,"","N",3.22,NA,"N",3.08,NA,"N",0.012,0.856716,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.318,318,"","N",14,"","N",48.555,1369.54233,"","N",0.005,0.5,"<RL (0.02)","Y",114.447,2382.78654,"","N",40.83,2037.417,NA,"N",21.57,1774.95216,"","N",28.54,1241.421789,NA,"N",10.52,269.065832,"","N",4,"<RL (5)","Y",1.344,"","N",0.009,1.148,0.810098509,5323.68,5443.8,-120.13,5322.86,-1.12,30.67,667.83,551.99,2,"N","8/18/2007","8/18/2007","N",2,"N",2,"N",2,"N",2,"N",75,"Y",14,"N",14,"N",4,"N",26,"N",26,"N",169,"Y",169,"Y",173,"Y",183,"Y",183,"Y",183,"Y",183,"Y",2,"N",4,"N","","","","","YES","8/16/2007","YES",5.296,505432,710897,"N","","","IM","Filtered Vol. chg. (500); CHLA chg (2.648)","N",22,"8/16/2007","YES",2.92,"","",7822,"",1,"YES","8/16/2007","","PROB_Lake","Target_Sampled","Target",-83.00425479,39.92061781,1097522.326,346456.6288,-83.0055,39.91764,"Index_site","","Ohio","FRANKLIN","Region_5","","Anderson Lake","(10,20]","","","NLALake","Panel_1","TPL_OH_(10,20]",0.017136057,57.79470445,49.5034722,"OH","YES","PLNLOW","TPL",55,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","NATURAL","PLNLOW NATURAL","E","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","SO-SO","N",18.27545989,"02:>10-50 ha",0.182754599,1.992213542,1.314609597,5.5,5.5,209.24,5,5060001,5060001002993,5217319,"Secchi_Samp","Target_Sampled","Sampleable","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Top only)","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES",7822,558
"718","Ohio","NLA06608-0623",2007,1,"PROB_Lake","Target_Sampled","Yes","6/20/2007","P","6/20/2007","YES","YES",8.6,1,2,514091,710076,8.34,NA,369.8,NA,"N",2094.57,NA,3.28,"","N",5.25,NA,"N",4.75,NA,"N",0.005,0.35,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.628,628,"","N",43,"","N",31.8,896.9508,"","N",0.005,0.5,"<RL (0.02)","Y",29.596,616.18872,"","N",37.3,1861.27,NA,"N",10.64,875.54432,"","N",16.73,727.7150153,NA,"N",2.081,53.2249046,"","N",14,"","N",0.948,"","N",0.005,2.188,0.579044424,3518.34,3607.71,-89.38,3517.75,-1.25,47.38,408.78,370.25,1,"N","6/21/2007","6/21/2007","N",6,"Y",6,"N",6,"N",2,"N",15,"Y",7,"N",29,"Y",7,"N",51,"Y",51,"Y",5,"N",1,"N",5,"N",302,"Y",302,"Y",302,"Y",302,"Y",2,"N",7,"N","","4-L CUBITAINER - SHIPPED","","","YES","6/20/2007","YES",23.2,514092,710076,"N","F1","FILTERED AT DISTRICT LAB. FROZEN AFTER FILTER-SHIPPED ON ICE.","","","N",23,"6/20/2007","YES",1.15,"","",7904,"",1,"YES","6/20/2007","","PROB_Lake","Target_Sampled","Target",-81.31730025,41.06227132,1219241.082,493551.8755,-81.353517,41.058545,"Index_site","","Ohio","PORTAGE","Region_5","","Mogadore Reservoir","(50,100]","","","NLALake","Panel_1","NAP_OH_(50,100]",0.046065485,21.49924997,18.41496609,"OH","YES","EHIGH","NAP",61,"Erie Drift Plain","VII","Mostly Glaciated Dairy Region","VII","MAN-MADE","EHIGH MAN-MADE","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",82.83694458,"03:>50-100 ha",0.828369446,9.607777474,2.977871601,4.5,4.5,328.39,4,4110002,4110002001438,15586742,"Secchi_Samp","Target_Sampled","Sampleable","Sampleable","","","","","","","","","","","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Top only)","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES",7904,705
"800","Ohio","NLA06608-0783",2007,1,"PROB_Lake","Target_Sampled","Yes","8/14/2007","P","8/14/2007","YES","YES",8.5,0.5,0.34,509511,710823,8.57,NA,600.8,NA,"N",4206.31,NA,50.3,"","N",11.74,NA,"N",9.58,NA,"N",0.016,1.142288,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",1.896,1896,"","N",819,"","N",59.207,1669.992642,"","N",0.005,0.5,"<RL (0.02)","Y",22.469,467.80458,"","N",56.99,2843.801,NA,"N",21.22,1746.15136,"","N",37.33,1623.765781,NA,"N",6.193,158.3958838,"","N",25,"","N",4.268,"","N",0.003,3.715,0.962970023,6373.08,6344.11,28.97,6372.11,0.23,95.63,707.31,652.23,1,"N","8/15/2007","8/15/2007","N",1,"N",1,"N",1,"N",1,"N",24,"Y",13,"N",14,"N",2,"N",27,"N",57,"Y",169,"Y",153,"Y",153,"Y",184,"Y",184,"Y",184,"Y",184,"Y",2,"N",2,"N","","","","","YES","8/14/2007","YES",50.933,509512,710823,"N","","","","","N",22,"8/14/2007","YES",0.15,"","",7986,"",1,"YES","8/14/2007","","PROB_Lake","Target_Sampled","Target",-84.32400254,40.38121547,980335.4892,383199.9338,-84.32757,40.37969,"Index_site","","Ohio","Shelby","Region_5","Lake Loramie","Lake Lorraine",">100","NESLake","3917","NLALake","Panel_1","NESLake",0.12642225,7.833853361,6.710008221,"OH","YES","PLNLOW","TPL",55,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","E","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","TRASH","N",327.119426,"04:>100-500 ha",3.27119426,38.09767223,5.942105269,1,1,291.82,5,5080001,5080001002442,3982320,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Top only)","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES",7986,866
"836","Ohio","NLA06608-0847",2007,1,"PROB_Lake","Target_Sampled","Yes","8/30/2007","P","8/30/2007","YES","YES",8.4,0.5,0.4,511191,711115,8.51,NA,412.3,NA,"N",2871.51,NA,51.2,"","N",11.83,NA,"N",7.91,NA,"N",0.02,1.42786,"","N",0.005,"<RL (0.02)","Y",3.572,3572,"","N",395,"","N",28.891,814.899546,"","N",0.005,0.5,"<RL (0.02)","Y",25.33,527.3706,"","N",33.4,1666.66,NA,"N",19.02,1565.11776,"","N",16.06,698.5716166,NA,"N",5.425,138.753055,"","N",16,"","N",11.206,"","N",0.003,3.236,1.228599429,4070.33,4213.78,-143.45,4069.1,-1.73,78.95,459.99,420.6,1,"N","8/31/2007","8/31/2007","N",2,"N",1,"N",2,"N",1,"N",79,"Y",47,"Y",27,"N",7,"N",41,"Y",15,"N",174,"Y",168,"Y",168,"Y",210,"Y",210,"Y",210,"Y",210,"Y",1,"N",7,"N","","","","","YES","8/30/2007","YES",189.36,511192,711115,"N","","","","","N",15,"8/30/2007","YES",0.23,"","",8021,"",1,"YES","8/30/2007","","PROB_Lake","Target_Sampled","Target",-84.49692799,40.52821138,963899.6542,397774.9595,-84.491853,40.526946,"Index_site","","Ohio","MERCER","Region_5","Lake Saint Marys (Grand Lake)","Grand Lake St. Marys",">100","NESLake","3927","NLALake","Panel_1","NESLake",0.12642225,7.833853361,6.710008221,"OH","YES","PLNLOW","TPL",55,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","E","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","SO-SO","N",5114.443686,"06:>5000 ha",51.14443686,61.48418422,2.425265465,2.2,2.2,263.19,4,4100004,5120101001053,18509182,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Top only)","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES",8021,931
"848","Ohio","NLA06608-0863",2007,1,"PROB_Lake","Target_Sampled","Yes","7/2/2007","P","7/2/2007","YES","YES",7.5,1,2,508681,710194,7.75,NA,225.7,NA,"N",1014.52,NA,4.88,"","N",3.18,NA,"N",2.66,NA,"N",0.014,0.999502,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.446,446,"","N",36,"","N",19.079,538.142274,"","N",0.005,0.5,"<RL (0.02)","Y",25.143,523.47726,"","N",21.04,1049.896,NA,"N",5.743,472.579984,"","N",11.44,497.6126584,NA,"N",1.976,50.5393616,"","N",3,"<RL (5)","Y",0.523,"","N",0.018,0.562,0.972103697,2071.62,2076.16,-4.54,2070.63,-0.11,26.42,244.37,217.71,1,"N","7/3/2007","7/3/2007","N",8,"Y",4,"N",8,"Y",1,"N",14,"N",14,"N",27,"N",1,"N",91,"Y",91,"Y",101,"Y",100,"Y",100,"Y",298,"Y",298,"Y",331,"Y",331,"Y",4,"Y",1,"N","","","","","YES","7/2/2007","YES",14.384,508682,710194,"N","","","","","Y",30,"7/2/2007","YES",1.04,"","",8031,"",1,"YES","7/2/2007","","PROB_Lake","Target_Sampled","Target",-81.23795266,40.55157389,1234625.578,438068.0041,-81.251349,40.542123,"Index_site","","Ohio","CARROLL","Region_5","Atwood Lake","Atwood Lake",">100","NESLake","3928","NLALake","Panel_1","NESLake",0.12642225,7.833853361,6.710008221,"OH","NO","EHIGH","SAP",70,"Western Allegheny Plateau","XI","The Central and Eastern Forested Uplands","XI","MAN-MADE","EHIGH MAN-MADE","A","E. Highlands: Large, warm, and deep reservoirs","SO-SO","N",604.0491796,"05:>500-5000 ha",6.040491796,33.75124062,3.873902266,6.2,6.2,281.89,5,5040001,5040001002816,19387454,"Secchi_Samp","Target_Sampled","Sampleable","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Top only)","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES",8031,948
"867","Ohio","NLA06608-0893",2007,1,"PROB_Lake","Target_Sampled","Yes","6/28/2007","P","6/28/2007","YES","YES",9.1,1,2,515021,710163,8.28,NA,176.1,NA,"N",979.46,NA,3.28,"","N",3.08,NA,"N",2.91,NA,"N",0.018,1.285074,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.303,303,"","N",14,"","N",6.968,196.539408,"","N",0.005,0.5,"<RL (0.02)","Y",24.075,501.2415,"","N",19.85,990.515,NA,"N",4.422,363.877536,"","N",4.368,189.9975605,NA,"N",1.616,41.3317856,"","N",10,"","N",1.577,"","N",0.005,1.905,1.173046112,1586.9,1677.25,-90.35,1585.72,-2.77,29.02,189.81,165.73,1,"N","6/29/2007","6/29/2007","N",7,"Y",7,"N",7,"N",4,"Y",15,"Y",14,"N",34,"Y",5,"N",95,"Y",47,"Y",96,"Y",96,"Y",100,"Y",295,"Y",295,"Y",295,"Y",295,"Y",4,"Y",5,"N","","10:00 START TIME","","","YES","6/28/2007","YES",6.96,515022,710163,"N","","","","","N",28,"6/28/2007","YES",1.28,"","0952 HRS",8050,"",1,"YES","6/28/2007","","PROB_Lake","Target_Sampled","Target",-81.16283175,40.4600301,1242451.781,428916.8918,-81.19069,40.47058,"Index_site","","Ohio","CARROLL","Region_5","","Leesville Lake",">100","","","NLALake","Panel_1","SAP_OH_>100",0.072387011,13.68164476,11.71887506,"OH","NO","EHIGH","SAP",70,"Western Allegheny Plateau","XI","The Central and Eastern Forested Uplands","XI","MAN-MADE","EHIGH MAN-MADE","A","E. Highlands: Large, warm, and deep reservoirs","SO-SO","N",386.2780202,"04:>100-500 ha",3.862780202,41.91009843,6.015389458,10.5,10.5,294.8,5,5040001,5040001002843,19390574,"Secchi_Samp","Target_Sampled","Sampleable","Sampleable","","","","","","","","","","","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Top only)","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES",8050,978
"925","Ohio","NLA06608-1007",2007,1,"PROB_Lake","Target_Sampled","Yes","8/2/2007","P","8/2/2007","YES","YES",8.6,1,2,510291,710674,8.13,NA,234.2,NA,"N",1721.99,NA,3.41,"","N",5.91,NA,"N",5.45,NA,"N",0.011,0.785323,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.479,479,"","N",30,"","N",6.178,174.256668,"","N",0.005,0.5,"<RL (0.02)","Y",19.672,409.57104,"","N",27.2,1357.28,NA,"N",7.701,633.699888,"","N",3.924,170.6846216,NA,"N",2.655,67.905873,"","N",8,"","N",2.229,"","N",0.007,1.349,0.735589762,2230.31,2305.83,-75.51,2229.57,-1.66,54.3,250.8,226.8,1,"N","8/3/2007","8/3/2007","N",2,"N",1,"N",2,"N",1,"N",20,"Y",14,"N",7,"N",4,"N",34,"Y",34,"Y",154,"Y",154,"Y",154,"Y",286,"Y",286,"Y",286,"Y",286,"Y",1,"N",4,"N","","","","","YES","8/2/2007","YES",9.26,510292,710674,"N","","","","","N",27,"8/2/2007","YES",1.5,"","",8110,"",1,"YES","8/2/2007","","PROB_Lake","Target_Sampled","Target",-83.77648752,38.93435896,1046854.507,228184.6893,-83.78727,38.93536,"Index_site","","Ohio","BROWN","Region_5","Lake Waynoka","Lake Waynoka",">100","","","NLALake","OverSamp","TPL_OH_>100",0.063810413,15.52056047,13.2939798,"OH","YES","PLNLOW","TPL",55,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","C","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","SO-SO","N",126.5766874,"04:>100-500 ha",1.265766874,24.72885914,6.20043681,7,7,295.58,5,5090201,5090201002584,1918274,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","Sample lost","YES","YES (Top only)","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES",8110,1092
"946","Ohio","NLA06608-1055",2007,1,"PROB_Lake","Target_Sampled","Yes","7/24/2007","P","7/24/2007","YES","YES",9.9,0.5,1,505321,710519,8.48,NA,149.3,NA,"N",1215.88,NA,14.4,"","N",6.94,NA,"N",5.57,NA,"N",0.014,0.999502,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",1.477,1477,"","N",88,"","N",3.146,88.736076,"","N",0.005,0.5,"<RL (0.02)","Y",11.408,237.51456,"","N",15.71,783.929,NA,"N",5.996,493.398848,"","N",3.604,156.7653864,NA,"N",1.204,30.7942264,"","N",6,"","N",4.842,"","N",0.003,3.02,0.86810556,1465.76,1542.13,-76.38,1464.89,-2.54,55.59,163.29,149.52,2,"N","7/26/2007","7/26/2007","N",2,"N",3,"N",2,"N",3,"N",18,"Y",14,"N",14,"N",6,"N",44,"Y",44,"Y",129,"Y",129,"Y",129,"Y",289,"Y",289,"Y",289,"Y",289,"Y",3,"N",6,"N","","","","","YES","7/24/2007","YES",89.712,505322,710519,"N","","","","","N",24,"7/24/2007","YES",0.54,"","",8131,"",1,"YES","7/24/2007","","PROB_Lake","Target_Sampled","Target",-81.46928239,39.92081406,1226193.304,365245.0776,-81.470082,39.919942,"Index_site","","Ohio","GUERNSEY","Region_5","Camp Seneca Lake","Camp Seneca Lake","(10,20]","","","NLALake","OverSamp","SAP_OH_(10,20]",0.019439272,50.94704,43.63817416,"OH","NO","EHIGH","SAP",70,"Western Allegheny Plateau","XI","The Central and Eastern Forested Uplands","XI","MAN-MADE","EHIGH MAN-MADE","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",10.3230291,"02:>10-50 ha",0.103230291,1.341949258,1.178223245,3.8,3.8,244.75,5,5040005,5040005001245,15372044,"Secchi_Samp","Target_Sampled","Sampleable","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Top only)","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES",8131,1140
"969","Ohio","NLA06608-1103",2007,1,"PROB_Lake","Target_Sampled","Yes","8/28/2007","P","8/28/2007","YES","YES",7.54,1,0.81,517381,711057,8.13,NA,364.8,NA,"N",1909.54,NA,18.3,"","N",8.82,NA,"N",8.17,NA,"N",0.073,5.211689,"","N",5.592,"","N",6.469,6469,"","N",224,"","N",13.491,380.527146,"","N",5.409,386.164737,"","N",40.102,834.92364,"","N",40.63,2027.437,NA,"N",11.69,961.94672,"","N",8.369,364.0314981,NA,"N",5.043,128.9827938,"","N",40,"","N",8.366,"","N",0.007,1.349,4.881641146,3487.29,3511.16,-23.88,3482.4,-0.34,81.4,408.22,362.86,2,"N","8/30/2007","8/30/2007","N",2,"N",2,"N",2,"N",2,"N",79,"Y",97,"Y",3,"N",37,"Y",45,"Y",16,"N",169,"Y",176,"Y",169,"Y",274,"Y",274,"Y",274,"Y",274,"Y",2,"N",8,"Y","","","","","YES","8/28/2007","YES",10.976,517382,711057,"N","","","","","N",17,"8/28/2007","YES",0.41,"","",8151,"",1,"YES","8/28/2007","","PROB_Lake","Target_Sampled","Target",-83.14039964,40.20925528,1081732.426,376936.6377,-83.12865,40.16711,"Index_site","","Ohio","DELAWARE","Region_5","O'Shaughnessy Reservoir","O'Shaughnessey Reservoir",">100","NESLake","3931","NLALake","OverSamp","NESLake",0.12642225,7.833853361,6.710008221,"OH","YES","PLNLOW","TPL",55,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","C","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","TRASH","N",367.9788005,"04:>100-500 ha",3.679788005,36.6577122,5.390747939,12,12,257.81,5,5060001,5060001002901,5213695,"Secchi_Samp","Target_Sampled","Sampleable","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Top only)","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES",8151,1189
"1106","Ohio","NLA06608-1359",2007,1,"PROB_Lake","Target_Sampled","Yes","7/31/2007","P","7/31/2007","YES","YES",8.5,1,1.16,510281,710613,8.6,NA,392.2,NA,"N",3807.21,NA,8.22,"","N",5.85,NA,"N",4.53,NA,"N",0.013,0.928109,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",1.166,1166,"","N",108,"","N",10.873,306.683838,"","N",0.005,0.5,"<RL (0.02)","Y",10.185,212.0517,"","N",35.36,1764.464,NA,"N",23.83,1960.92304,"","N",6.083,264.5959616,NA,"N",2.019,51.6391554,"","N",15,"","N",10.138,"","N",0.003,3.981,0.773726362,4042.4,4325.95,-283.55,4041.62,-3.39,45.23,436.36,405.7,1,"N","8/1/2007","8/1/2007","N",1,"N",2,"N",1,"N",1,"N",17,"Y",14,"N",8,"N",6,"N",35,"Y",35,"Y",142,"Y",142,"Y",142,"Y",287,"Y",287,"Y",287,"Y",287,"Y",2,"N",6,"N","","","","","YES","7/31/2007","YES",34.848,510282,710613,"N","","","","","Y",29,"7/31/2007","YES",0.61,"","",8275,"",1,"YES","7/31/2007","","PROB_Lake","Target_Sampled","Target",-83.96549218,40.18853553,1013004.155,365541.6923,-83.95808,40.18695,"Index_site","","Ohio","CHAMPAIGN","Region_5","Kiser Lake","Kiser Lake",">100","","","NLALake","OverSamp","TPL_OH_>100",0.063810413,15.52056047,13.2939798,"OH","YES","PLNLOW","TPL",55,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","NATURAL","PLNLOW NATURAL","E","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","SO-SO","Y",152.6624672,"04:>100-500 ha",1.526624672,7.649120885,1.746386856,4,4,325.75,5,5080001,5080001002504,3980812,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Top only)","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES",8275,1450
"1115","Ohio","NLA06608-1375",2007,1,"PROB_Lake","Target_Sampled","Yes","9/4/2007","P","9/4/2007","YES","YES",7.8,1,0.6,513841,711131,7.62,NA,296.6,NA,"N",1869.25,NA,10.5,"","N",5.78,NA,"N",5.73,NA,"N",0.022,1.570646,"","N",1.394,"","N",2.169,2169,"","N",79,"","N",14.978,422.469468,"","N",1.26,89.95518,"","N",25.033,521.18706,"","N",32.79,1636.221,NA,"N",9.05,744.7064,"","N",7.897,343.5006262,NA,"N",3.821,97.7281886,"","N",18,"","N",5.437,"","N",0.024,0.417,1.538501332,2823.72,2902.89,-79.17,2822.16,-1.38,56.81,324.89,294.15,1,"N","9/5/2007","9/5/2007","N",1,"N",1,"N",1,"N",1,"N",91,"Y",42,"Y",22,"N",2,"N",10,"N",10,"N",170,"Y",170,"Y",170,"Y",205,"Y",205,"Y",205,"Y",205,"Y",1,"N",2,"N","","","","","YES","9/4/2007","YES",63.936,513842,711131,"N","","","","","N",10,"9/4/2007","YES",0.3,"","",8284,"",1,"YES","9/4/2007","","PROB_Lake","Target_Sampled","Target",-82.97903314,40.43821209,1091718.484,404193.8523,-83.05034,40.38181,"Index_site","","Ohio","MORROW","Region_5","Delaware Reservoir","Deleware Lake",">100","NESLake","3910","NLALake","OverSamp","NESLake",0.12642225,7.833853361,6.710008221,"OH","NO","PLNLOW","TPL",55,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","E","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","SO-SO","N",173.7152983,"04:>100-500 ha",1.737152983,13.42892199,2.874201328,5.4,5.4,277.83,5,5060001,5060001002824,5212227,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Top only)","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES",8284,1466
