lakeid,sampledate,rep,sta,depth,chlor
TR,9/2/2010,1,2,15,1.8
TR,9/13/2010,1,2,0,6.1
TR,9/13/2010,1,2,3,1.8
TR,9/13/2010,1,2,5,2.1
TR,9/13/2010,1,2,8,1.6
TR,9/13/2010,1,2,10,1.7
TR,9/13/2010,1,2,15,1.9
TR,9/29/2010,1,2,0,2.2
TR,9/29/2010,1,2,3,2.2
TR,9/29/2010,1,2,5,2.2
TR,9/29/2010,1,2,8,1.9
TR,9/29/2010,1,2,10,2.2
TR,9/29/2010,1,2,15,1.8
TR,10/11/2010,1,2,0,0.7
TR,10/11/2010,1,2,3,1.3
TR,10/11/2010,1,2,5,1.8
TR,10/11/2010,1,2,8,2.4
TR,10/11/2010,1,2,10,2.1
TR,10/11/2010,1,2,15,1.9
TR,10/25/2010,1,2,0,2.3
TR,10/25/2010,1,2,3,2.6
TR,10/25/2010,1,2,5,2.4
TR,10/25/2010,1,2,8,2.1
TR,10/25/2010,1,2,10,2.1
TR,10/25/2010,1,2,15,1.9
TR,11/12/2010,1,2,0,3.4
TR,11/12/2010,1,2,3,2.1
TR,11/12/2010,1,2,5,2.4
TR,11/12/2010,1,2,8,2.3
TR,11/12/2010,1,2,10,2
TR,11/12/2010,1,2,15,2.3
TR,1/13/2011,1,2,0,0.7
TR,1/13/2011,1,2,3,0.5
TR,1/13/2011,1,2,5,0.7
TR,1/13/2011,1,2,8,0.6
TR,1/13/2011,1,2,10,0.2
TR,1/13/2011,1,2,15,0.4
TR,2/16/2011,1,2,0,0.2
TR,2/16/2011,1,2,3,0.6
TR,2/16/2011,1,2,5,0.4
TR,2/16/2011,1,2,8,0.3
TR,2/16/2011,1,2,10,0.1
TR,2/16/2011,1,2,15,0.2
TR,3/17/2011,1,2,0,-0.1
TR,3/17/2011,1,2,3,1.3
TR,3/17/2011,1,2,5,1.4
TR,3/17/2011,1,2,8,1.5
TR,3/17/2011,1,2,10,1.5
TR,3/17/2011,1,2,15,1.3
TR,5/4/2011,1,2,0,1.1
TR,5/4/2011,1,2,3,3.2
TR,5/4/2011,1,2,6,3.3
TR,5/4/2011,1,2,8,3.6
TR,5/4/2011,1,2,10,3.1
TR,5/4/2011,1,2,15,2.8
TR,5/19/2011,1,2,0,3.2
TR,5/19/2011,1,2,3,4.1
TR,5/19/2011,1,2,5,4.5
TR,5/19/2011,1,2,8,3.8
TR,5/19/2011,1,2,10,5
TR,5/19/2011,1,2,15,3.8
TR,6/2/2011,1,2,0,3.3
TR,6/2/2011,1,2,3,4.6
TR,6/2/2011,1,2,5,3.5
TR,6/2/2011,1,2,8,2.9
TR,6/2/2011,1,2,10,6.8
TR,6/2/2011,1,2,15,4.4
TR,6/16/2011,1,2,0,1.2
TR,6/16/2011,1,2,3,1.2
TR,6/16/2011,1,2,5,1.6
TR,6/16/2011,1,2,8,2
TR,6/16/2011,1,2,10,2.7
TR,6/16/2011,1,2,15,2.5
TR,6/29/2011,1,2,0,1.2
TR,6/29/2011,1,2,3,1.2
TR,6/29/2011,1,2,5,1.2
TR,6/29/2011,1,2,8,1.7
TR,6/29/2011,1,2,10,2.9
TR,6/29/2011,1,2,15,2.8
TR,7/13/2011,1,2,0,1
TR,7/13/2011,1,2,3,0.8
TR,7/13/2011,1,2,5,0.9
TR,7/13/2011,1,2,8,1.3
TR,7/13/2011,1,2,10,1.7
TR,7/13/2011,1,2,15,2.6
TR,7/28/2011,1,2,0,0.9
TR,7/28/2011,1,2,3,0.2
TR,7/28/2011,1,2,5,1.2
TR,7/28/2011,1,2,8,1.4
TR,7/28/2011,1,2,10,1.6
TR,7/28/2011,1,2,15,1.1
TR,8/11/2011,1,2,0,1.4
TR,8/11/2011,1,2,3,1.3
TR,8/11/2011,1,2,5,2.2
TR,8/11/2011,1,2,8,1.6
TR,8/11/2011,1,2,10,2.2
TR,8/11/2011,1,2,15,1.3
TR,8/25/2011,1,2,0,1.8
TR,8/25/2011,1,2,3,1.6
TR,8/25/2011,1,2,5,1.9
TR,8/25/2011,1,2,8,2.4
TR,8/25/2011,1,2,10,2.7
TR,8/25/2011,1,2,15,2.9
TR,9/9/2011,1,2,0,0.8
TR,9/9/2011,1,2,3,1.1
TR,9/9/2011,1,2,5,1.9
TR,9/9/2011,1,2,8,1.2
TR,9/9/2011,1,2,10,2.8
TR,9/9/2011,1,2,15,2.4
TR,9/21/2011,1,2,0,1.4
TR,9/21/2011,1,2,3,1.8
TR,9/21/2011,1,2,5,1.9
TR,9/21/2011,1,2,8,1.6
TR,9/21/2011,1,2,10,1.6
TR,9/21/2011,1,2,15,2
TR,10/5/2011,1,2,0,1.6
TR,10/5/2011,1,2,3,1.2
TR,10/5/2011,1,2,5,1.9
TR,10/5/2011,1,2,8,2.3
TR,10/5/2011,1,2,10,2.6
TR,10/5/2011,1,2,15,8.1
TR,10/21/2011,1,2,0,2.4
TR,10/21/2011,1,2,3,3.1
TR,10/21/2011,1,2,5,2.1
TR,10/21/2011,1,2,8,2.4
TR,10/21/2011,1,2,10,2
TR,10/21/2011,1,2,15,2.1
TR,11/2/2011,1,2,0,3.1
TR,11/2/2011,1,2,3,2.6
TR,11/2/2011,1,2,5,2.5
TR,11/2/2011,1,2,8,2.8
TR,11/2/2011,1,2,10,3.1
TR,11/2/2011,1,2,15,2.8
TR,11/14/2011,1,2,0,2.3
TR,11/14/2011,1,2,3,2
TR,11/14/2011,1,2,5,2.1
TR,11/14/2011,1,2,8,2.3
TR,11/14/2011,1,2,10,2.5
TR,11/14/2011,1,2,15,2.5
TR,1/16/2012,1,2,0,0
TR,1/16/2012,1,2,3,1.7
TR,1/16/2012,1,2,5,1.8
TR,1/16/2012,1,2,8,1.5
TR,1/16/2012,1,2,10,1.3
TR,1/16/2012,1,2,15,1.4
TR,2/22/2012,1,2,0,0.4
TR,2/22/2012,1,2,3,0.5
TR,2/22/2012,1,2,5,1
TR,2/22/2012,1,2,8,0.6
TR,2/22/2012,1,2,10,1.6
TR,2/22/2012,1,2,15,0.6
TR,4/4/2012,1,2,0,2.4
TR,4/4/2012,1,2,3,2.8
TR,4/4/2012,1,2,5,2.6
TR,4/4/2012,1,2,8,3.2
TR,4/4/2012,1,2,10,2.8
TR,4/4/2012,1,2,15,2.5
TR,4/17/2012,1,2,0,3.2
TR,4/17/2012,1,2,3,4.2
TR,4/17/2012,1,2,5,4.9
TR,4/17/2012,1,2,8,4.4
TR,4/17/2012,1,2,10,3.9
TR,4/17/2012,1,2,15,4.5
TR,5/1/2012,1,2,0,2.8
TR,5/1/2012,1,2,3,2.9
TR,5/1/2012,1,2,5,3.4
TR,5/1/2012,1,2,8,7.2
TR,5/1/2012,1,2,10,6.7
TR,5/1/2012,1,2,15,5
TR,5/14/2012,1,2,0,5.1
TR,5/14/2012,1,2,3,4.6
TR,5/14/2012,1,2,5,4.8
TR,5/14/2012,1,2,8,3.3
TR,5/14/2012,1,2,10,4.2
TR,5/14/2012,1,2,15,5.2
TR,5/31/2012,1,2,0,2
TR,5/31/2012,1,2,3,2.5
TR,5/31/2012,1,2,5,2.5
TR,5/31/2012,1,2,8,2.4
TR,5/31/2012,1,2,10,4.4
TR,5/31/2012,1,2,15,6
TR,6/12/2012,1,2,0,0.9
TR,6/12/2012,1,2,3,0.9
TR,6/12/2012,1,2,5,0.8
TR,6/12/2012,1,2,8,1
TR,6/12/2012,1,2,10,2.7
TR,6/12/2012,1,2,15,3.1
TR,6/25/2012,1,2,0,0.3
TR,6/25/2012,1,2,3,0.4
TR,6/25/2012,1,2,5,0.7
TR,6/25/2012,1,2,8,1
TR,6/25/2012,1,2,10,1.2
TR,6/25/2012,1,2,15,2.3
TR,7/9/2012,1,2,0,0.5
TR,7/9/2012,1,2,3,0.6
TR,7/9/2012,1,2,5,0.9
TR,7/9/2012,1,2,8,1.8
TR,7/9/2012,1,2,10,1.2
TR,7/9/2012,1,2,15,3.9
TR,7/24/2012,1,2,0,0.9
TR,7/24/2012,1,2,3,1
TR,7/24/2012,1,2,5,1
TR,7/24/2012,1,2,8,1.5
TR,7/24/2012,1,2,10,1.4
TR,7/24/2012,1,2,15,3.5
TR,8/6/2012,1,2,0,1
TR,8/6/2012,1,2,3,1.6
TR,8/6/2012,1,2,5,1
TR,8/6/2012,1,2,8,-0.2
TR,8/6/2012,1,2,10,1.2
TR,8/6/2012,1,2,15,1.5
TR,8/21/2012,1,2,0,1.4
TR,8/21/2012,1,2,3,1.7
TR,8/21/2012,1,2,5,1.4
TR,8/21/2012,1,2,8,1.6
TR,8/21/2012,1,2,10,1.6
TR,8/21/2012,1,2,15,2.9
TR,9/6/2012,1,2,0,2.1
TR,9/6/2012,1,2,3,1
TR,9/6/2012,1,2,5,1.3
TR,9/6/2012,1,2,8,1.1
TR,9/6/2012,1,2,10,2.3
TR,9/6/2012,1,2,15,2.5
TR,9/21/2012,1,2,0,1.8
TR,9/21/2012,1,2,3,1.5
TR,9/21/2012,1,2,5,2.6
TR,9/21/2012,1,2,8,2
TR,9/21/2012,1,2,10,2.2
TR,9/21/2012,1,2,15,2.8
TR,10/2/2012,1,2,0,0.5
TR,10/2/2012,1,2,3,1.7
TR,10/2/2012,1,2,5,1.6
TR,10/2/2012,1,2,8,1.6
TR,10/2/2012,1,2,10,0.9
TR,10/2/2012,1,2,15,2.4
TR,11/1/2012,1,2,0,2.5
TR,11/1/2012,1,2,3,3
TR,11/1/2012,1,2,5,2.8
TR,11/1/2012,1,2,8,2.6
TR,11/1/2012,1,2,10,3.2
TR,11/1/2012,1,2,15,3.2
TR,11/9/2012,1,2,0,1.5
TR,11/9/2012,1,2,3,1.1
TR,11/9/2012,1,2,5,2.2
TR,11/9/2012,1,2,8,1.4
TR,11/9/2012,1,2,10,1.8
TR,11/9/2012,1,2,15,1.1
TR,1/15/2013,1,2,0,0.5
TR,1/15/2013,1,2,3,1.7
TR,1/15/2013,1,2,5,1.2
TR,1/15/2013,1,2,8,2.1
TR,1/15/2013,1,2,10,2.1
TR,1/15/2013,1,2,15,0.9
TR,2/21/2013,1,2,0,0.7
TR,2/21/2013,1,2,3,1.4
TR,2/21/2013,1,2,5,1.6
TR,2/21/2013,1,2,8,1
TR,2/21/2013,1,2,10,1
TR,2/21/2013,1,2,15,0.5
TR,3/28/2013,1,2,0,0.1
TR,3/28/2013,1,2,3,0.3
TR,3/28/2013,1,2,5,0.7
TR,3/28/2013,1,2,8,0.3
TR,3/28/2013,1,2,10,0.3
TR,3/28/2013,1,2,15,0.3
TR,5/16/2013,1,2,0,3.2
TR,5/16/2013,1,2,3,2.8
TR,5/16/2013,1,2,5,3.1
TR,5/16/2013,1,2,8,3.1
TR,5/16/2013,1,2,10,3
TR,5/16/2013,1,2,15,2.5
TR,6/12/2013,1,2,0,1.1
TR,6/12/2013,1,2,3,1.4
TR,6/12/2013,1,2,5,2.1
TR,6/12/2013,1,2,8,5
TR,6/12/2013,1,2,10,5.3
TR,6/12/2013,1,2,15,5
TR,6/24/2013,1,2,0,0.9
TR,6/24/2013,1,2,3,0.9
TR,6/24/2013,1,2,5,1.1
TR,6/24/2013,1,2,8,4.2
TR,6/24/2013,1,2,10,5.2
TR,6/24/2013,1,2,15,5.2
TR,7/9/2013,1,2,0,1.5
TR,7/9/2013,1,2,3,1.6
TR,7/9/2013,1,2,5,1.2
TR,7/9/2013,1,2,8,3.1
TR,7/9/2013,1,2,10,3.4
TR,7/9/2013,1,2,15,5.3
TR,8/6/2013,1,2,0,1.6
TR,8/6/2013,1,2,3,3.1
TR,8/6/2013,1,2,5,1.8
TR,8/6/2013,1,2,8,2.6
TR,8/6/2013,1,2,10,7.2
TR,8/6/2013,1,2,15,4.6
TR,8/20/2013,1,2,0,1.2
TR,8/20/2013,1,2,3,1
TR,8/20/2013,1,2,5,1.4
TR,8/20/2013,1,2,8,1.7
TR,8/20/2013,1,2,10,1.7
TR,8/20/2013,1,2,15,4.8
TR,9/5/2013,1,2,0,1.4
TR,9/5/2013,1,2,3,1.6
TR,9/5/2013,1,2,5,1.7
TR,9/5/2013,1,2,8,1.9
TR,9/5/2013,1,2,10,2.3
TR,9/5/2013,1,2,15,4.2
TR,10/2/2013,1,2,0,1.1
TR,10/2/2013,1,2,3,1.2
TR,10/2/2013,1,2,5,1.6
TR,10/2/2013,1,2,8,1.4
TR,10/2/2013,1,2,10,1.8
TR,10/2/2013,1,2,15,2.4
TR,10/30/2013,1,2,3,1.9
TR,10/30/2013,1,2,5,2.2
TR,10/30/2013,1,2,8,1.6
TR,10/30/2013,1,2,10,1.8
TR,10/30/2013,1,2,15,2.3
TR,11/14/2013,1,2,0,2.2
TR,11/14/2013,1,2,3,1.3
TR,11/14/2013,1,2,5,1.6
TR,11/14/2013,1,2,8,1.7
TR,11/14/2013,1,2,10,2.1
TR,11/14/2013,1,2,15,2
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
